relation,x_type,y_type,x_id,y_id,uid,x_preferred_name,y_preferred_name,x_preferred_name_score,y_preferred_name_score
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1036,:37063046:JcnEuhdHgdBbiU78LABA3M,duchenne muscular dystrophy,parakeratosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6001166,:37063046:YjapgaXNcvtrjgL9Jf9fN2,duchenne muscular dystrophy,spongiosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2615,:36980233:9BmfTTwvxBHT5MjuJMv3ks,duchenne muscular dystrophy,hypotension,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:54465,:36935420:L9hQfqsow4wh9Lu3pCCMJe,duchenne muscular dystrophy,etaa1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:84552,:36935420:bYP7vnCdFXJ9GmadZKd8vA,duchenne muscular dystrophy,pard6g,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:442117,:36935420:e63bnxCatZ4dvZQXUhdiEA,duchenne muscular dystrophy,galntl6,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4121,:36935420:DyeKCY8ds4Uspt45rj5kxj,duchenne muscular dystrophy,man1a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:171019,:36935420:FJZbgE6KxcWrbk9UJSFjn4,duchenne muscular dystrophy,adamts19,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:83988,:36935420:mRNxjPAQ6EW4X6Zgm2oStR,duchenne muscular dystrophy,ncald,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:1015,kg4rd:7402,:36905929:WUdE4Ea5ztpAjqyttR6sKE,musculature,utrn,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:358,:36675000:VqYe2Ttnbopw6ujTaL6g25,duchenne muscular dystrophy,aqp1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:10413,:36609344:LDs4zLpZTE3HDW6HDfHgPm,regulation of cytoskeleton organization,yap1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:6662,:36609344:PXuu2vqzcEd497vonAmTpm,regulation of cytoskeleton organization,sox9,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:6010,:36609344:A5dRFa37i6xdPnw6uyzctx,regulation of cytoskeleton organization,rho,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:710,:36596079:cqjqvUi7QMkNMabf74qhqE,duchenne muscular dystrophy,serping1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2162,:36596079:cavZUdase8s6wYtgsMN6u3,duchenne muscular dystrophy,f13a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:716,:36596079:kRneMxkoNtfwsVbhncDm7s,duchenne muscular dystrophy,c1s,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:715,:36596079:UNXxNtkbqs4bM8FKZFbY7k,duchenne muscular dystrophy,c1r,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3113,:36596079:ZP2RQhzKc3D7dukez9G6GH,duchenne muscular dystrophy,hla-dpa1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:6442,:36575883:7BWvpMuQJ8uDHh7aaMm5GL,muscular dystrophy,sgca,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:79147,:36575883:96XdgPzabxq8wFaLTqQLvW,muscular dystrophy,fkrp,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:203859,:36575883:oTXThTEfBL7kZFKMj6zGfP,muscular dystrophy,ano5,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1292,:36575883:oRGMSwfLP54uzKcMQMA8yo,muscular dystrophy,col6a2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1180,:36575883:DduAuzPfEzbCk4MDQGCyQk,muscular dystrophy,clcn1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:10020,:36575883:9firhTtBUw9s3iGinfp64c,muscular dystrophy,gne,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:84892,:36575883:4AtgCUAXnjax6mumH6oGaC,muscular dystrophy,pomgnt2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:2318,:36575883:Gn9TQPumZpL2dBKSFrshoe,muscular dystrophy,flnc,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10159,:36483550:dKxQfaNbXPgmAZ4M2oDd5Z,duchenne muscular dystrophy,atp6ap2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1520,:36483550:WuSaMuFcUFjTrmg3JgMHwq,duchenne muscular dystrophy,ctss,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7431,:36483550:dPQtrrN8Ba4DY5tULh2UEC,duchenne muscular dystrophy,vim,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25502,:36443054:AL762QkodSn962ze4y86oC,duchenne muscular dystrophy,overweight,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:518,:36404230:CirYL8gphd9H6pHNVDxkgP,duchenne muscular dystrophy,cataract,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:10013,:36402791:fG5AxDasnfRgtpcEGfFYkf,skeletal muscle atrophy,hdac6,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10013,:36402791:L2h9jRrMaDkWo3ym8oN3P4,duchenne muscular dystrophy,hdac6,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:4995,:36322201:iYkAAy5Lk5uLWpWCbxUZKK,duchenne muscular dystrophy,cardiovascular disorder,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:718,:36215287:Y7iUhgamhyr3LuE9huabE2,duchenne muscular dystrophy,aggressive behavior,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8030,kg4rd:100785,:36137167:W7zohba7oD8JSi6QUxGJrU,facioscapulohumeral muscular dystrophy 1,insomnia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3323,:36130887:MmttrSenTFBhS8M84bRZSb,becker muscular dystrophy,progressive muscle weakness,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16098,kg4rd:3701,:36130887:GELTdhomZstfViKrCTmPzg,immune-mediated necrotizing myopathy,proximal muscle weakness,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25406,kg4rd:1756,:36123393:TYT6fPeCxvpkd5GFVBJzwp,asthenia,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12531,:36112314:mtKPUG7zHMHGwbK32eGGJ7,duchenne muscular dystrophy,pain,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3552,:36112314:9LPqPPGtiqLFEvbrYwewUc,duchenne muscular dystrophy,muscle stiffness,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:5021,:36056946:ameGF2mcnSvmADY26rMU8q,duchenne muscular dystrophy,dilated cardiomyopathy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3712,:36012334:E6DpnVcgmWF9ssyTyxknAn,duchenne muscular dystrophy,skeletal muscle hypertrophy,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:19079,kg4rd:6607,:36012138:fAwPsKQSsAUKZVHyiF9xCs,proximal spinal muscular atrophy,smn2,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:6696,:36011296:iu33uRWVBMXaot7ehe9DpN,loss of ambulation,spp1,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:958,:36011296:EHksjQxjoBDe2zTKbgy25V,loss of ambulation,cd40,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:8425,:36011296:2gZTLykrDWmE8MyRrZDWZ5,loss of ambulation,ltbp4,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:1347,kg4rd:2597,:36007191:BmFHj68Pb4cBhrxvcDrXk6,facioscapulohumeral muscular dystrophy,abnormality of the vasculature,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2597,:36007191:AmbsrtzmGBaANtAvsnZDpc,duchenne muscular dystrophy,abnormality of the vasculature,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1640,:35987773:jBPmdjFABJFEACKj88Luf7,duchenne muscular dystrophy,cardiomegaly,1000.0,1000.0
disease_disease,disease,disease,kg4rd:20121,kg4rd:2572,:35973890:VsjkpN4AFeDWFjSBhhYki2,muscular dystrophy,aspiration pneumonitis,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:2572,:35973890:YiHCGnLrjurJsEpsZrRtCQ,duchenne muscular dystrophy,aspiration pneumonitis,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1324,kg4rd:246329,:35912995:jS6YdxvbRSLz5CtgGFkGDH,muscle weakness,stac3,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100614,:35886926:bJCzQpV49Y6swLCmPoWXrW,duchenne muscular dystrophy,myositis,1000.0,1000.0
anatomy_protein_absent,anatomy,gene/protein,kg4rd:6110636,kg4rd:1756,:35654209:UXn4LUDXQhWZJfJoz8CECe,insect adult cerebral ganglion,dmd,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:2081,:35614293:EK2iHh5MhAeqMuR5RQGBgz,duchenne muscular dystrophy,musculoskeletal system disorder,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:100543,:35367224:mxSvisqwA5KWjcnLcQZdnY,becker muscular dystrophy,cognitive impairment,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:952,:35298089:i3bvgsiKA8stJTZsGqoX3n,duchenne muscular dystrophy,cd38,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:40270,:35273230:HKjpHvGioGrCafiSnCSTYs,duchenne muscular dystrophy,impaired glucose tolerance,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100750,:35236763:T8jQr3AG2EXcrC9yVWFTrN,duchenne muscular dystrophy,atelectasis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2090,:35236763:EJNTKqKeR2qK9cD4dxXhEv,duchenne muscular dystrophy,pneumonia,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:816,:35215377:Bh5kwfUYRWk3YvnCn2DMhy,duchenne muscular dystrophy,abdominal obesity-metabolic syndrome,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3119,:35215377:i5KP4B4JaGr47T88zKLLeq,duchenne muscular dystrophy,abnormal circulating lipid concentration,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:855,:35215377:3ZecbLoURyG8XypZCwcgx5,duchenne muscular dystrophy,insulin resistance,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1397,:35215377:5rJ3HxsUbGcCsPFRFByE8h,duchenne muscular dystrophy,hepatic steatosis,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9759,:35170869:H3DM48fsVLXRkMnPy5jPAg,duchenne muscular dystrophy,hdac4,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1635,kg4rd:6774,:35157045:FxA8p9JuVRiP7FrxBiWtbS,congestive heart failure,stat3,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1714,:35157045:2ft87Qq7noXqeqDzZXQyfs,duchenne muscular dystrophy,ventricular hypertrophy,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:6110636,kg4rd:1756,:35136951:df2DAQ2BRrCReLCXHPKQRy,insect adult cerebral ganglion,dmd,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9181,:35132805:bnLiFWagBYosca9ACYhMAg,duchenne muscular dystrophy,arhgef2,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:100543,kg4rd:1756,:35064002:9otffHMfpZ24mMwkRgSMYU,cognitive impairment,dmd,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:9058,kg4rd:1756,:35064002:VVC6TfqqTHYsdUgjEoTCYb,biosynthetic process,dmd,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:1015,kg4rd:3934,:35055145:W9xyw59Rtgo7mxx5TECgYu,musculature,lcn2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3934,:35055145:njApWA2KnGLfxH2Epkzmpb,duchenne muscular dystrophy,lcn2,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3713,:34964145:JGFzQJsWWmKc4QZCpGdCEb,duchenne muscular dystrophy,muscle fiber necrosis,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7220,:34930315:Q6hWpz5ewLHvvChxuXCiCw,duchenne muscular dystrophy,trpc1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7222,:34930315:nsCCVR8MFVYCqA5awDVVuN,duchenne muscular dystrophy,trpc3,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:719,:34922439:4DrumKRkPQrzzJZESnroPo,duchenne muscular dystrophy,c3ar1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51284,:34922439:CNSVg6snjmu4goADGoYqrM,duchenne muscular dystrophy,tlr7,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3394,:34922439:DZoMmHmKW7VZ54oBZpGvGi,duchenne muscular dystrophy,irf8,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2533,:34922439:nwR67YQ4T7E3GvmKJkzsfm,duchenne muscular dystrophy,fyb1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:945,:34922439:DN64kkeAUGcFHqruqzvvV8,duchenne muscular dystrophy,cd33,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7305,:34922439:U8s7T6siMvrnjsKwvyEWSP,duchenne muscular dystrophy,tyrobp,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5341,:34922439:5vEuF7m3TcKiHm9bGDdJ3v,duchenne muscular dystrophy,plek,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:199,:34922439:U5RAxN4Eb9WacbPUx2cERj,duchenne muscular dystrophy,aif1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7805,:34922439:oJsSjTcCeutu3YKGWpuD6u,duchenne muscular dystrophy,laptm5,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4907,:34922439:Ny9oNnoypusqpB2S6bwtPE,duchenne muscular dystrophy,nt5e,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:4015,:34922439:RRUe4oCJ8NAtWREqiA8XnE,becker muscular dystrophy,lox,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:2006,:34922439:9JMeDh89uUqjiE5LQnCCV7,becker muscular dystrophy,eln,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:5341,:34922439:NsqcA4T9VTqTikBRE8rG8Q,becker muscular dystrophy,plek,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:10320,:34922439:3RLtu9x9Dby6fv9hpCS57h,becker muscular dystrophy,ikzf1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1513,:34922439:UahTowoDKdtQXYrFuqzJLw,becker muscular dystrophy,ctsk,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:7058,:34922439:GtDN5VNAb79qMc3m9etX89,becker muscular dystrophy,thbs2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:9509,:34922439:cmoLsvP8PPFpZ6KsJ7Uber,becker muscular dystrophy,adamts2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1289,:34922439:ECR8qtGczYFVMoAVzF8S3F,becker muscular dystrophy,col5a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:598,:34922439:SXE2LFYZJRFGZ8eK7cR4BX,becker muscular dystrophy,bcl2l1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1017,:34922439:DEKrctByKQJsLUPRNTPQNk,becker muscular dystrophy,cdk2,1000.0,1000.0
disease_disease,disease,disease,kg4rd:16147,kg4rd:10679,:34850383:GSSKf9EFHKRmjk7Ygvssdv,qualitative or quantitative defects of dystrophin,duchenne muscular dystrophy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12664,:34796900:YdXquGXbDZAvG3QfDSZ8oD,duchenne muscular dystrophy,reduced left ventricular ejection fraction,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:2650,:34787322:KBAzMeKzjUiGzyBatThQ6f,qualitative or quantitative defects of dystrophin,scoliosis,1000.0,1000.0
disease_disease,disease,disease,kg4rd:18901,kg4rd:16147,:34764091:9EWequqryMTJRUXWuzLo9K,left ventricular noncompaction,qualitative or quantitative defects of dystrophin,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7273,:34569076:ZBCkpPnE3tKZKcYsGU9QHR,duchenne muscular dystrophy,ttn,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2934,:34569076:WTiGFXgHzqFyy6iv5jFE4M,duchenne muscular dystrophy,gsn,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2660,:34553378:gExpDPE3dZLAhehGKzkcNZ,duchenne muscular dystrophy,mstn,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:283120,:34454586:Mk7xKaH2pMcLA76CFtczM6,myoblast differentiation,h19,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3326,:34453345:KHE3ePbKxqyveaGPU4S7aY,duchenne muscular dystrophy,myalgia,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:6816,:34453345:DgjCBf3UTv3E4ZKWksiNRK,duchenne muscular dystrophy,arthropathy,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:6387,:34424816:AzNjaCTKBvZWUugynffqD6,inflammatory response,cxcl12,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3287,kg4rd:1756,:34374652:e6MT4ysaR44eNk3uTM7kHZ,abnormality of mitochondrial metabolism,dmd,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:55869,:34214631:7GzKSEE33G9HnkfyRpfHGA,duchenne muscular dystrophy,hdac8,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:18881,kg4rd:3146,:34078746:3GNcxiN8Ez52wUAbroYov3,myelodysplastic syndrome,hmgb1,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:3146,:34078746:JjcrNtbisd3Fkm9Wjat3DG,skeletal muscle atrophy,hmgb1,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1582,kg4rd:8425,:34071145:WUb3DWSuB2QVcBDhRCyWwg,redundant skin,ltbp4,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1654,kg4rd:8425,:34071145:mLnHVwpqjKXcsjeggmuTqm,abnormal heart valve morphology,ltbp4,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2088,:34053847:mF8t7MfksmkZubddRfft28,duchenne muscular dystrophy,abnormal lung morphology,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:42310,kg4rd:7175,:34048282:QCUdtdybDBpndnpUTgCPWp,vasoconstriction,tpr,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:30692,:34024777:BkGGn2kzCjupTiS5UVmvh8,duchenne muscular dystrophy,brain neoplasm,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:7402,:33999469:PURe4bbY3S68r59BFRT8Nu,"somatic muscle, invertebrate",utrn,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:10807,:33826161:j4SddoJVpu2qrrdto6sTok,duchenne muscular dystrophy,open bite,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:70085,kg4rd:124872,:33770101:MHE9rwtUwvjQNZqrzxSsmr,glycosylation,b4galnt2,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:7402,:33770101:jLNssUDAWQJLZrBdZ9BPmr,dorsal vessel heart,utrn,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1250,:33741226:LZ5LARpQNZXV3GqMvCNU8J,duchenne muscular dystrophy,epilepsy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11097,:33741226:EAHDs26NG9uQfGaEfBQue4,duchenne muscular dystrophy,epileptic spasm,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1417,:33523015:Ksh4FXzQrNzH6zhj3oDdkE,duchenne muscular dystrophy,x-linked inheritance,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:939,:33471740:9BVNnApnMtUaukMCaSLJDK,duchenne muscular dystrophy,osteoporosis,1000.0,1000.0
cellcomp_protein,cellular_component,gene/protein,kg4rd:5739,kg4rd:118490,:33423297:bbkdKJ6seLAM2hXzDT7moe,mitochondrion,mss51,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:1756,:33407808:Mpvn4SLYmhgUPwTw3Sgdjf,regeneration,dmd,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:23586,:33314705:7yk55v8Qj5RhK2v3fFMHCK,juvenile dermatomyositis,rigi,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:64135,:33314705:BLm4y8TJBMwTwyZhxJC6G8,juvenile dermatomyositis,ifih1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:9636,:33314705:J77AREvhL3SKZ5P2hAeaNL,juvenile dermatomyositis,isg15,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:6325,kg4rd:9636,:33314705:NJLsisy6c5oQbF57LxujnX,ocular melanoma,isg15,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3010,:33309480:bmbFmUBW64KWH7jCCRSidr,duchenne muscular dystrophy,prolonged bleeding time,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:9748,:33259860:eCqr6PJzERoCZvxPFgwrow,myoblast differentiation,slk,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9748,:33259860:nLJmcYXZBGYksMrFNDRcsn,duchenne muscular dystrophy,slk,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:23476,:33257646:M7nq6HkqzNEqbAqiGYye9X,duchenne muscular dystrophy,brd4,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:23476,:33257646:2etq9f82x5PQBoXPyKmQRD,muscle structure,brd4,1000.0,1000.0
anatomy_protein_absent,anatomy,gene/protein,kg4rd:1015,kg4rd:1756,:33246213:gc695aTu4QaqCbHkLWjBMX,musculature,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2870,:33131659:bdW3kA22hvBD5AkvRE6gx9,duchenne muscular dystrophy,obstructive sleep apnea,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:10536,:33131659:5GZWnRmPTLyzVpHW9LkQMc,duchenne muscular dystrophy,central sleep apnea,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100785,:33131659:gLe4qohSQZNgcJwXz7vCxA,duchenne muscular dystrophy,insomnia,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10725,:33114289:c9bNnTafStfYBZ4KXNpMLj,duchenne muscular dystrophy,nfat5,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5728,:33068545:M5zshszMWAvEUqrXDYoXvx,duchenne muscular dystrophy,pten,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2020,:33002199:PoxwbcacsxvimdVysVJ6rf,duchenne muscular dystrophy,gastroesophageal reflux,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2107,:32956714:XRnxSw9rXhCNKBQ9HDVKku,duchenne muscular dystrophy,pneumothorax,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51191,:32791870:mM4X7hPyoR4sjNJUWWk2dx,duchenne muscular dystrophy,herc5,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6502,:32791870:NcUmcAShY9CCzaypWQrRsM,duchenne muscular dystrophy,skp2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:54461,:32791870:XFwQSz8iAj5L5cZk3RhifQ,duchenne muscular dystrophy,fbxw5,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:149076,:32791870:apz8WXyZpqxDJgL26DozCo,duchenne muscular dystrophy,znf362,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:79969,:32791870:j2q7qwuMsq9rPSViT9Mk2M,duchenne muscular dystrophy,atat1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6688,:32791870:JagdSx83ZzGHRDt7UXVwbW,duchenne muscular dystrophy,spi1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6938,:32791870:cU8WQPGL2pPWLENYyfqNt4,duchenne muscular dystrophy,tcf12,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10061,:32791870:PHmnTdc37UezzmzG3AHzMN,duchenne muscular dystrophy,abcf2,1000.0,1000.0
