relation,x_type,y_type,x_id,y_id,uid,x_preferred_name,y_preferred_name,x_preferred_name_score,y_preferred_name_score
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:2505,:39499670:nGeKckQ5mPw5XbYiGuzj4b,becker muscular dystrophy,loss of ambulation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:2153,:39499670:dpePYsZVG6gUFX6Tdqo6cJ,becker muscular dystrophy,hyperkalemia,1000.0,91.66666666666666
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:5162,:39499670:3WYW8ycEBVgYCoujRqhSHQ,becker muscular dystrophy,abnormal left ventricular function,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6774,:39477543:WW66Qpm4Uj2GkHBg3dTrNc,duchenne muscular dystrophy,stat3,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:19043,kg4rd:1756,:39477543:6jb9Gj3qtA9rwAMAsK4aoW,establishment of viral latency,dmd,92.3076923076923,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6532,:39475941:TEiM82yYWitviLbfvruHBw,duchenne muscular dystrophy,recurrent pneumonia,1000.0,87.17948717948718
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:3202,:39457092:8UnpYycvBmQdfdvAejZoSg,muscular dystrophy,skeletal muscle atrophy,89.47368421052632,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:1638,:39457092:RMvaJhcevA2txphG9oYmMR,muscular dystrophy,cardiomyopathy,89.47368421052632,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:2878,:39457092:neXdVCjK9CnepK5d8dmtMU,muscular dystrophy,respiratory failure,89.47368421052632,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:11024,:39457092:UzJ5KR9Kcy4Pn2WF7Y65tC,muscular dystrophy,abnormality of the gastrointestinal tract,89.47368421052632,88.0
indication,drug,disease,kg4rd:860,kg4rd:10679,:39429084:WGeJvWWCaFs77DQNTcXdKx,prednisolone,duchenne muscular dystrophy,1000.0,93.10344827586206
indication,drug,disease,kg4rd:28,kg4rd:800120,:39429084:DebxwDBVvKQVZM5PEpFYKr,human immunoglobulin g,mac-leod-swyer-james-syndrome,91.22807017543859,1000.0
indication,drug,disease,kg4rd:5,kg4rd:800120,:39429084:7G6xDL7ypFtZfSSyeTa6uS,etanercept,mac-leod-swyer-james-syndrome,1000.0,1000.0
indication,drug,disease,kg4rd:959,kg4rd:800120,:39429084:CfX3TfUwzC9JLVYZYWvemr,methylprednisolone,mac-leod-swyer-james-syndrome,1000.0,1000.0
indication,drug,disease,kg4rd:959,kg4rd:19810,:39429084:QSERX5Rk7eZu5ipgKvJmcZ,methylprednisolone,toxic epidermal necrolysis,1000.0,1000.0
indication,drug,disease,kg4rd:1234,kg4rd:19810,:39429084:kJX7MjQvZsv6kZ3zCpVaER,dexamethasone,toxic epidermal necrolysis,1000.0,1000.0
indication,drug,disease,kg4rd:16360,kg4rd:19810,:39429084:gjNPTuaHYQ9crLCpjhVnYH,anti-sars-cov-2 immunoglobulin,toxic epidermal necrolysis,88.88888888888889,1000.0
indication,drug,disease,kg4rd:5,kg4rd:19810,:39429084:TYiDPVYqb5HW2trp2JRNc3,etanercept,toxic epidermal necrolysis,1000.0,1000.0
indication,drug,disease,kg4rd:91,kg4rd:19810,:39429084:BPQ7n2FwVFSVkoz5RKXCyB,cyclosporine,toxic epidermal necrolysis,1000.0,1000.0
anatomy_protein_absent,anatomy,gene/protein,kg4rd:14895,kg4rd:1756,:39415418:C2JqUKD4onYRG7sYkP4Z8D,"somatic muscle, invertebrate",dmd,1000.0,1000.0
anatomy_protein_absent,anatomy,gene/protein,kg4rd:2979,kg4rd:1756,:39415418:gNvjnwfZnjR7a2fo3VoDX4,purkinje cell layer of cerebellar cortex,dmd,87.27272727272728,1000.0
disease_protein,disease,gene/protein,kg4rd:1010934,kg4rd:79147,:39408683:SZtw7fZMbDSNdbRb7tSUY6,"limb-girdle muscular dystrophy, sgcd-related, dog",fkrp,90.32258064516128,90.19607843137256
disease_protein,disease,gene/protein,kg4rd:11486,kg4rd:79147,:39408683:e8pVB9Rm24VKxXnMtkrFbm,congenital muscular dystrophy 1b,fkrp,85.36585365853658,90.19607843137256
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3479,:39390091:CRjpxpvYZiyBvMXveSCjpn,duchenne muscular dystrophy,igf1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7135,:39390091:4V5xYukBARmur7weWyaB9S,duchenne muscular dystrophy,tnni1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4654,:39390091:DjJexaoWz8xWhuut66u2Aa,duchenne muscular dystrophy,myod1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3480,:39390091:28gdFAY7D74XSgmrjwQCsN,duchenne muscular dystrophy,igf1r,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:16802,kg4rd:1756,:39385046:Gwu4pD3zsUZeorXVxB5ee6,delandistrogene moxeparvovec,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2015,:39362116:8UePaQSwb4s6k6Svat3sPX,duchenne muscular dystrophy,dysphagia,1000.0,1000.0
indication,drug,disease,kg4rd:635,kg4rd:10679,:39353675:muKDMGSYPgTZGeZM2S9T2D,prednisone,duchenne muscular dystrophy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:584,kg4rd:12664,:39342355:DcZXNNaquigDVpiAHZSv8W,enalapril,reduced left ventricular ejection fraction,1000.0,85.71428571428572
drug_effect,drug,effect/phenotype,kg4rd:790,kg4rd:12664,:39342355:kwmqv6akdVWx2yb3YaeC9F,perindopril,reduced left ventricular ejection fraction,1000.0,85.71428571428572
drug_effect,drug,effect/phenotype,kg4rd:1136,kg4rd:12664,:39342355:XovUffZ4KsmiM6VZc5iFmY,carvedilol,reduced left ventricular ejection fraction,1000.0,85.71428571428572
drug_effect,drug,effect/phenotype,kg4rd:700,kg4rd:12664,:39342355:YjLd2XHrV9gW4rUAXmS8WL,eplerenone,reduced left ventricular ejection fraction,1000.0,85.71428571428572
indication,drug,disease,kg4rd:11921,kg4rd:4994,:39342355:aYWB9Y4vkQbVgQRpfqBqmP,deflazacort,cardiomyopathy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:11921,kg4rd:5162,:39342355:9dsCPJc5A767vqnWwTYJDi,deflazacort,abnormal left ventricular function,1000.0,90.19607843137256
indication,drug,disease,kg4rd:635,kg4rd:4994,:39342355:ZZBXz735mYn5hjdjoP74Xn,prednisone,cardiomyopathy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:635,kg4rd:5162,:39342355:Nxtz7UH3AzW5GVUMt2fmSs,prednisone,abnormal left ventricular function,1000.0,90.19607843137256
indication,drug,disease,kg4rd:860,kg4rd:4994,:39342355:Xj7qWGPZ7Xz2BAsknqrCGT,prednisolone,cardiomyopathy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:860,kg4rd:5162,:39342355:RV8fGAV4J3JAGcXgxgx5NV,prednisolone,abnormal left ventricular function,1000.0,90.19607843137256
indication,drug,disease,kg4rd:17048,kg4rd:2251,:39326684:XULmC4vzfPwVnhw9a5EG8b,plumbagin,chronic hepatitis,1000.0,86.95652173913044
indication,drug,disease,kg4rd:17048,kg4rd:10679,:39326684:CFzm2VnMVSMqLhM6bowaei,plumbagin,duchenne muscular dystrophy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:17048,kg4rd:25464,:39326684:BYeNwUbCYbgW8qK8vgHMfE,plumbagin,increased reactive oxygen species production,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:7520,kg4rd:8204,:39323088:cEFP255HvtmG7Vwh8fGWaf,myoblast fusion,nrip1,1000.0,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8204,:39323088:eBXNmvpy9E7g5zeoqevfoa,duchenne muscular dystrophy,nrip1,93.10344827586206,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:45026,kg4rd:8204,:39323088:96wK8FQoqbSZpDYbAPQsFL,cell-cell fusion,nrip1,1000.0,88.88888888888889
molfunc_protein,molecular_function,gene/protein,kg4rd:3779,kg4rd:8204,:39323088:Getwt4V9KJ9o7xyyKa7zAa,actin binding,nrip1,100.0,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:1905877,kg4rd:8204,:39323088:kkVwPeYPWRZoJ9NNMJondW,obsolete invadopodium assembly,nrip1,85.71428571428572,88.88888888888889
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12532,:39317091:jScF39RqKVm6JuxwPX99Wk,duchenne muscular dystrophy,chronic pain,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32198,:39317091:hw2nFKg7BUVZGaRTbFvkcW,duchenne muscular dystrophy,decreased prothrombin time,1000.0,92.3076923076923
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7034,:39317091:iP6mXAKSeHwR574Kg94ZPa,duchenne muscular dystrophy,generalized hyperreflexia,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2344,:39305903:DUu9JUTcsAZFDnpB7kAxGw,duchenne muscular dystrophy,progressive neurologic deterioration,1000.0,87.5
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100295,:39298449:nLb4WbZSAvWsuMJdZtANZU,duchenne muscular dystrophy,muscle fiber atrophy,1000.0,94.11764705882352
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:969,:39298449:mRjhTR5V3bURRxi7kRXo9C,duchenne muscular dystrophy,edema,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:41166,:39288912:oKbqPLQTrFtvxzApskWgR5,duchenne muscular dystrophy,fractured vertebra,1000.0,91.89189189189189
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9073,:39283673:2SzPUh8hDiDTmLif3JscYm,duchenne muscular dystrophy,progressive proximal muscle weakness,1000.0,89.23076923076923
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20123,kg4rd:3546,:39283673:NFy6bGneYbiAMuXiJW8Hwy,metabolic myopathy,exercise intolerance,89.47368421052632,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:7037,kg4rd:2652,:39283673:h2gut4zepqcuCWugZNY3Ki,achondroplasia,skeletal dysplasia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:7037,kg4rd:4322,:39283673:Eeajg5QaWiKK8kSS45rL57,achondroplasia,short stature,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:14128,kg4rd:4654,:39216837:MGRrwmpo6xCRUGAy4GMeCA,nadide,myod1,1000.0,88.13559322033898
bioprocess_protein,biological_process,gene/protein,kg4rd:45117,kg4rd:857,:39201459:gTWrFiEJ7UTqmtYkFGLXDu,azole transmembrane transport,cav1,87.09677419354838,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:859,:39201459:bHM764nqphfnYx24vtuiMS,duchenne muscular dystrophy,cav3,1000.0,100.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:3661,kg4rd:857,:39201459:Lqtt5wY5bMToQ4RnuEypr3,limb muscle,cav1,85.71428571428572,88.88888888888889
anatomy_protein_present,anatomy,gene/protein,kg4rd:3661,kg4rd:4842,:39201459:U4dRN2bRXF9yHphLMXGFSE,limb muscle,nos1,85.71428571428572,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:4060,:39192489:cDJbhXDzjaDNexGWRYEnAD,becker muscular dystrophy,lum,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1634,:39192489:VesaqH2wnMiStskaGEw75H,becker muscular dystrophy,dcn,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1277,:39192489:fiRjiUruT8njkCUma9nAUq,becker muscular dystrophy,col1a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1462,:39159389:Fue6txyXuHpcma4D5EqPbM,duchenne muscular dystrophy,vcan,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:48740,kg4rd:1462,:39159389:kueuxtP8aGfUwLVZ3AJhH7,obsolete striated muscle fiber development,vcan,1000.0,1000.0
exposure_protein,,gene/protein,kg4rd:D008775,kg4rd:1462,:39159389:LwVF2XaFmuqydJoMsC8o5r,methylprednisolone,vcan,94.73684210526316,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1462,:39159389:mgaHkTxWeVMCCoijvu9yoj,muscular dystrophy,vcan,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3146,:39158383:3r43d7HeBF6USQ6FWQcx4z,duchenne muscular dystrophy,hmgb1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1249,:39158144:ToCkhf4WFGuqzoi3in9ps8,qualitative or quantitative defects of dystrophin,intellectual disability,88.23529411764706,1000.0
anatomy_protein_absent,anatomy,gene/protein,kg4rd:5090,kg4rd:1756,:39151676:egPqqybv9FQQkQvJHgBSwx,muscle structure,dmd,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:83667,:39117956:D6YJ2aqqRVT75wRqGJSsMM,skeletal muscle tissue regeneration,sesn2,88.88888888888889,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:83667,:39117956:FHd6rdeDGd9HQZ6VSNPQpb,muscular dystrophy,sesn2,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:5200283,:39095144:ijgrBy99fa9CeUdKCpNBHK,proximal spinal muscular atrophy,sleep-related breathing disorders,1000.0,88.13559322033898
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:9067,:39064489:SYjYfCu4V87xAEYgAocJBk,muscular dystrophy,progressive spinal muscular atrophy,89.47368421052632,89.74358974358975
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18881,kg4rd:2098,:39064489:dufyHrxT2st2JK7vSF6Eak,myelodysplastic syndrome,respiratory distress,1000.0,87.8048780487805
disease_protein,disease,gene/protein,kg4rd:18881,kg4rd:1605,:39064489:mHUDMUvP7NvDo535uVARKr,myelodysplastic syndrome,dag1,1000.0,87.87878787878788
indication,drug,disease,kg4rd:1118,kg4rd:7263,:39044225:77GTs82MT236Zo8ZKMA968,amiodarone,cardiac rhythm disease,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:5244,:39044225:9L7Fkmjn7BZAER2L3YVEUZ,becker muscular dystrophy,abcb4,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1824,:39044225:Qscn2K3mq4gknkn4UNgp8F,becker muscular dystrophy,dsc2,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:1118,kg4rd:83,:39044225:TgteGKMsiFd6ka53nRNoSn,amiodarone,renal insufficiency,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:1118,kg4rd:1928,:39044225:HTuz5yhsDbNDnjPmGQ4qKb,amiodarone,abnormality of coagulation,1000.0,85.1063829787234
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7009,:39023735:YRpJgtbv8Ujr7qF7FM27bC,duchenne muscular dystrophy,central nervous system degeneration,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635,:39023735:26CdMXFFssG6RZvxjvrhay,duchenne muscular dystrophy,congestive heart failure,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:1756,:39014877:6givg6FUnhvdQpwNYCHAtk,qualitative or quantitative defects of dystrophin,dmd,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1513,:39014877:byujgFXbT3JXpMLi3MgYYN,duchenne muscular dystrophy,ctsk,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4621,:39014877:YmzPqpccrWWEoUmvPp29Lu,duchenne muscular dystrophy,myh3,1000.0,1000.0
exposure_bioprocess,,biological_process,kg4rd:D054715,kg4rd:6954,:39014877:CVVJHCrasfgRUNUPqccvWa,cardiotoxins,inflammatory response,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:1513,:39014877:5jpeBYSpAHtHgzzcFB8Y8C,inflammatory response,ctsk,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2359,:39014867:LryjSujuvxWXi7eap25cJQ,duchenne muscular dystrophy,frequent falls,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4395,:38999890:PdrXzciL4T3EUwGk6WzNzE,duchenne muscular dystrophy,malnutrition,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644,:38997055:EsTy8w3aJYjQG47FhXZu7T,becker muscular dystrophy,dilated cardiomyopathy,1000.0,86.27450980392157
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1635,:38997055:9CEcNjBK3NSJaGhLveTh7A,becker muscular dystrophy,heart failure,1000.0,1000.0
indication,drug,disease,kg4rd:12645,kg4rd:20121,:38967716:VJRgtCXnBauEwyTFU2x2Yq,givinostat,muscular dystrophy,1000.0,1000.0
indication,drug,disease,kg4rd:12645,kg4rd:9891,:38967716:7Vyni8fGm3MP2zR2YXEuyd,givinostat,acquired polycythemia vera,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:12645,kg4rd:3065,:38967716:Jdz4pLhU8EHzCRrWfyr5Sm,givinostat,hdac1,1000.0,95.0
indication,drug,disease,kg4rd:12645,kg4rd:10679,:38967716:7n4fXTbJJf65TwoZsCFLCm,givinostat,duchenne muscular dystrophy,1000.0,93.10344827586206
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:1756,:38965715:Cb8zTvrZrMJN48hGuYYzbM,muscle structure,dmd,1000.0,1000.0
off-label use,drug,disease,kg4rd:675,kg4rd:10679,:38960907:D3TXyqbbVsEN5iqNmYrapt,tamoxifen,duchenne muscular dystrophy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:675,kg4rd:34307,:38960907:igu5JoiVM9ZARC47J8enHw,tamoxifen,elevated left ventricular end-diastolic diameter,1000.0,89.65517241379311
off-label use,drug,disease,kg4rd:675,kg4rd:1010441,:38960907:GgBmXEoSgCfbjkja8pZrZi,tamoxifen,"cardiomyopathy, dog",1000.0,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:110148,kg4rd:6374,:38924558:CdnHEkbNJZfow5StP6mCHL,obsolete biomineralization,cxcl5,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:6974,kg4rd:6374,:38924558:oBxeDEwVSoeiNmY5aozW9o,dna damage response,cxcl5,88.23529411764706,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:10766,kg4rd:6374,:38924558:ZusXzwCPG8cveph3LBoBdj,ectopic calcification,cxcl5,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:823,:38915199:AcyUH6faNXPBKKtRj3WLk3,duchenne muscular dystrophy,delayed puberty,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:12618,kg4rd:27035,:38908198:7cTB422BMhhvi4Debx7FEC,apocynin,nox1,88.88888888888889,85.71428571428572
indication,drug,disease,kg4rd:12618,kg4rd:10679,:38908198:iWXzUWDRuAGjcwVkGdnEXr,apocynin,duchenne muscular dystrophy,88.88888888888889,1000.0
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-170834,kg4rd:10631,:38892298:NfniBPL6g4ZHUGfkQCceca,signaling by tgf-beta receptor complex,postn,86.53846153846155,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:48659,kg4rd:3162,:38867250:QVfa4U3pHkGmJFYGSDFvt2,smooth muscle cell proliferation,hmox1,86.48648648648648,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3162,:38867250:fLTFxY7nCYg24UgDTQor6J,duchenne muscular dystrophy,hmox1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2019,:38865917:UdMLkhar2KLv2YcBqviDXb,duchenne muscular dystrophy,constipation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3546,:38847487:7czb8iN9MuS7ot4r6LSqGP,duchenne muscular dystrophy,exercise intolerance,1000.0,1000.0
exposure_bioprocess,,biological_process,kg4rd:D004967,kg4rd:3009,:38847487:PjtZ7WMCjjXSfiR2XoxFzL,estrogens,skeletal muscle contraction,1000.0,86.27450980392157
exposure_bioprocess,,biological_process,kg4rd:D004967,kg4rd:8152,:38847487:gNJjTzJs3HuzD9UqafquT4,estrogens,metabolic process,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4389,:38823288:UwVd3cuKhMpJ4KXUStnuYc,duchenne muscular dystrophy,intestinal pseudo-obstruction,1000.0,90.625
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12,:38822858:dYUSJkCNKEdw6YzLsbvYyk,duchenne muscular dystrophy,urinary urgency,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:805,:38822858:ii5aPGEYc2ox9MrX3xRV77,duchenne muscular dystrophy,enuresis,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152,:38767836:gPsUSUDLjccT5V2U7sKADT,duchenne muscular dystrophy,ckb,1000.0,93.75
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6098,:38767836:XaTmoemyYVUg2Xvcui5Rgx,duchenne muscular dystrophy,ros1,1000.0,85.41666666666666
indication,drug,disease,kg4rd:17958,kg4rd:10679,:38748280:2NWemRMzrzWSYyiCZ7YbrT,srp-9005,duchenne muscular dystrophy,87.5,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9113,:38729626:eKDk8BchrrKg3rwUMePcDC,duchenne muscular dystrophy,diaphragmatic weakness,1000.0,1000.0
off-label use,drug,disease,kg4rd:11748,kg4rd:10679,:38710523:SQzoyT8RMFXxoKFQ5haHKf,benfotiamine,duchenne muscular dystrophy,1000.0,1000.0
indication,drug,disease,kg4rd:4652,kg4rd:10679,:38710006:DpGbnEFApRZFF4KuWwNQfu,corticosterone,duchenne muscular dystrophy,85.71428571428572,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1631,:38701157:mVzfU8vgmp5TV6vwRu6Fc3,duchenne muscular dystrophy,atrial septal defect,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:722,:38701157:EFKV9P86E3pdb9bfRHLjc9,duchenne muscular dystrophy,compulsive behaviors,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:739,:38701157:cSA8RE7GzkRAv28aDGZuMN,duchenne muscular dystrophy,anxiety,1000.0,1000.0
disease_disease,disease,disease,kg4rd:16147,kg4rd:16899,:38693632:GTJ668ESaUk8rDYgT96PhJ,qualitative or quantitative defects of dystrophin,obsolete duchenne and becker muscular dystrophy,88.23529411764706,85.0574712643678
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16899,kg4rd:1324,:38693632:V8qp4848ZdphMu6cp9476E,obsolete duchenne and becker muscular dystrophy,muscle weakness,85.0574712643678,1000.0
disease_disease,disease,disease,kg4rd:16147,kg4rd:5027,:38693632:ifTeudn8oYfKDaCNGbCd8h,qualitative or quantitative defects of dystrophin,epilepsy,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:42692,kg4rd:9869,:38691608:iL9Ah9J62JVti6pnaVaFsd,muscle cell differentiation,setdb1,89.79591836734694,1000.0
cellcomp_protein,cellular_component,gene/protein,kg4rd:9295,kg4rd:9869,:38691608:c54xL7DTNhdF7fooqPBkKb,nucleoid,setdb1,85.71428571428572,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9869,:38691608:QNrMtLHonE5dxcTfSMtuha,duchenne muscular dystrophy,setdb1,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1638,:38687374:jYhET8DZvWzJqxsDfGi7VD,qualitative or quantitative defects of dystrophin,cardiomyopathy,88.23529411764706,1000.0
disease_disease,disease,disease,kg4rd:10311,kg4rd:11057,:38684139:Jdnp39pvuUDoNXhjE5GPc9,becker muscular dystrophy,cerebrovascular disorder,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3701,:38684139:dyJzBYonTZkhUJw22peVay,becker muscular dystrophy,proximal muscle weakness,1000.0,87.17948717948718
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3829,:38684139:ZdchHdTZUuLVQXGrTevSaD,becker muscular dystrophy,typified by incomplete penetrance,1000.0,85.71428571428572
drug_protein,drug,gene/protein,kg4rd:15114,kg4rd:1576,:38682893:ia3LQcrfWhJbV6AkK9kuUm,vamorolone,cyp3a4,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:15114,kg4rd:1577,:38682893:nPYpyeSAxKU7LYHJmBCbY6,vamorolone,cyp3a5,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:15114,kg4rd:27087,:38682893:VkFk9MCXqSNVsWN9w2YueE,vamorolone,b3gat1,1000.0,94.33962264150944
bioprocess_protein,biological_process,gene/protein,kg4rd:32502,kg4rd:24145,:38671506:AQ24VVZTiQpvSjd4jgDYkj,developmental process,panx1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:24145,:38671506:dXrnH4RACoBp3WmuunpXUG,regeneration,panx1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:24145,:38671506:Moc6LL9dgJJZtheoAMgcgx,duchenne muscular dystrophy,panx1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:43696,kg4rd:24145,:38671506:A7U3UFJVDBXpg9DkS59ZdU,dedifferentiation,panx1,93.75,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:9113,kg4rd:2791,:38658324:cMgmaU9AZiiems9gpWxstX,diaphragmatic weakness,hypoventilation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12719,:38658324:jdcyUm87G6TDzjRSnXsTS9,duchenne muscular dystrophy,functional abnormality of the gastrointestinal tract,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3677,:38653179:TTFXC2LZN85u5i8N7Ycie8,becker muscular dystrophy,slowly progressive,1000.0,94.11764705882352
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4798,:38651673:EbL7KRyN6aXnRbt8C9uv7z,duchenne muscular dystrophy,recurrent infection of the gastrointestinal tract,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2664,:38646787:enQ2h4XaEq94it4FckWED9,duchenne muscular dystrophy,neoplasm,1000.0,90.9090909090909
