relation,x_type,y_type,x_id,y_id,uid,x_preferred_name,y_preferred_name,x_preferred_name_score,y_preferred_name_score
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:4060,:39192489:cDJbhXDzjaDNexGWRYEnAD,becker muscular dystrophy,lum,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1634,:39192489:VesaqH2wnMiStskaGEw75H,becker muscular dystrophy,dcn,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1277,:39192489:fiRjiUruT8njkCUma9nAUq,becker muscular dystrophy,col1a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1462,:39159389:Fue6txyXuHpcma4D5EqPbM,duchenne muscular dystrophy,vcan,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1462,:39159389:mgaHkTxWeVMCCoijvu9yoj,muscular dystrophy,vcan,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3146,:39158383:3r43d7HeBF6USQ6FWQcx4z,duchenne muscular dystrophy,hmgb1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1249,:39158144:ToCkhf4WFGuqzoi3in9ps8,qualitative or quantitative defects of dystrophin,intellectual disability,88.23529411764706,1000.0
anatomy_protein_absent,anatomy,gene/protein,kg4rd:5090,kg4rd:1756,:39151676:egPqqybv9FQQkQvJHgBSwx,muscle structure,dmd,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:83667,:39117956:D6YJ2aqqRVT75wRqGJSsMM,skeletal muscle tissue regeneration,sesn2,88.88888888888889,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:83667,:39117956:FHd6rdeDGd9HQZ6VSNPQpb,muscular dystrophy,sesn2,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:5200283,:39095144:ijgrBy99fa9CeUdKCpNBHK,proximal spinal muscular atrophy,sleep-related breathing disorders,1000.0,88.13559322033898
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:9067,:39064489:SYjYfCu4V87xAEYgAocJBk,muscular dystrophy,progressive spinal muscular atrophy,89.47368421052632,89.74358974358975
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18881,kg4rd:2098,:39064489:dufyHrxT2st2JK7vSF6Eak,myelodysplastic syndrome,respiratory distress,1000.0,87.8048780487805
disease_protein,disease,gene/protein,kg4rd:18881,kg4rd:1605,:39064489:mHUDMUvP7NvDo535uVARKr,myelodysplastic syndrome,dag1,1000.0,87.87878787878788
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:5244,:39044225:9L7Fkmjn7BZAER2L3YVEUZ,becker muscular dystrophy,abcb4,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1824,:39044225:Qscn2K3mq4gknkn4UNgp8F,becker muscular dystrophy,dsc2,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7009,:39023735:YRpJgtbv8Ujr7qF7FM27bC,duchenne muscular dystrophy,central nervous system degeneration,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635,:39023735:26CdMXFFssG6RZvxjvrhay,duchenne muscular dystrophy,congestive heart failure,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:1756,:39014877:6givg6FUnhvdQpwNYCHAtk,qualitative or quantitative defects of dystrophin,dmd,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1513,:39014877:byujgFXbT3JXpMLi3MgYYN,duchenne muscular dystrophy,ctsk,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4621,:39014877:YmzPqpccrWWEoUmvPp29Lu,duchenne muscular dystrophy,myh3,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:1513,:39014877:5jpeBYSpAHtHgzzcFB8Y8C,inflammatory response,ctsk,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2359,:39014867:LryjSujuvxWXi7eap25cJQ,duchenne muscular dystrophy,frequent falls,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4395,:38999890:PdrXzciL4T3EUwGk6WzNzE,duchenne muscular dystrophy,malnutrition,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644,:38997055:EsTy8w3aJYjQG47FhXZu7T,becker muscular dystrophy,dilated cardiomyopathy,1000.0,86.27450980392157
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1635,:38997055:9CEcNjBK3NSJaGhLveTh7A,becker muscular dystrophy,heart failure,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:1756,:38965715:Cb8zTvrZrMJN48hGuYYzbM,muscle structure,dmd,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:6974,kg4rd:6374,:38924558:oBxeDEwVSoeiNmY5aozW9o,dna damage response,cxcl5,88.23529411764706,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:10766,kg4rd:6374,:38924558:ZusXzwCPG8cveph3LBoBdj,ectopic calcification,cxcl5,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:823,:38915199:AcyUH6faNXPBKKtRj3WLk3,duchenne muscular dystrophy,delayed puberty,1000.0,1000.0
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-170834,kg4rd:10631,:38892298:NfniBPL6g4ZHUGfkQCceca,signaling by tgf-beta receptor complex,postn,86.53846153846155,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:48659,kg4rd:3162,:38867250:QVfa4U3pHkGmJFYGSDFvt2,smooth muscle cell proliferation,hmox1,86.48648648648648,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3162,:38867250:fLTFxY7nCYg24UgDTQor6J,duchenne muscular dystrophy,hmox1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2019,:38865917:UdMLkhar2KLv2YcBqviDXb,duchenne muscular dystrophy,constipation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3546,:38847487:7czb8iN9MuS7ot4r6LSqGP,duchenne muscular dystrophy,exercise intolerance,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4389,:38823288:UwVd3cuKhMpJ4KXUStnuYc,duchenne muscular dystrophy,intestinal pseudo-obstruction,1000.0,90.625
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12,:38822858:dYUSJkCNKEdw6YzLsbvYyk,duchenne muscular dystrophy,urinary urgency,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:805,:38822858:ii5aPGEYc2ox9MrX3xRV77,duchenne muscular dystrophy,enuresis,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152,:38767836:gPsUSUDLjccT5V2U7sKADT,duchenne muscular dystrophy,ckb,1000.0,93.75
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6098,:38767836:XaTmoemyYVUg2Xvcui5Rgx,duchenne muscular dystrophy,ros1,1000.0,85.41666666666666
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9113,:38729626:eKDk8BchrrKg3rwUMePcDC,duchenne muscular dystrophy,diaphragmatic weakness,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1631,:38701157:mVzfU8vgmp5TV6vwRu6Fc3,duchenne muscular dystrophy,atrial septal defect,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:722,:38701157:EFKV9P86E3pdb9bfRHLjc9,duchenne muscular dystrophy,compulsive behaviors,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:739,:38701157:cSA8RE7GzkRAv28aDGZuMN,duchenne muscular dystrophy,anxiety,1000.0,1000.0
disease_disease,disease,disease,kg4rd:16147,kg4rd:5027,:38693632:ifTeudn8oYfKDaCNGbCd8h,qualitative or quantitative defects of dystrophin,epilepsy,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:42692,kg4rd:9869,:38691608:iL9Ah9J62JVti6pnaVaFsd,muscle cell differentiation,setdb1,89.79591836734694,1000.0
cellcomp_protein,cellular_component,gene/protein,kg4rd:9295,kg4rd:9869,:38691608:c54xL7DTNhdF7fooqPBkKb,nucleoid,setdb1,85.71428571428572,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9869,:38691608:QNrMtLHonE5dxcTfSMtuha,duchenne muscular dystrophy,setdb1,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1638,:38687374:jYhET8DZvWzJqxsDfGi7VD,qualitative or quantitative defects of dystrophin,cardiomyopathy,88.23529411764706,1000.0
disease_disease,disease,disease,kg4rd:10311,kg4rd:11057,:38684139:Jdnp39pvuUDoNXhjE5GPc9,becker muscular dystrophy,cerebrovascular disorder,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3701,:38684139:dyJzBYonTZkhUJw22peVay,becker muscular dystrophy,proximal muscle weakness,1000.0,87.17948717948718
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3829,:38684139:ZdchHdTZUuLVQXGrTevSaD,becker muscular dystrophy,typified by incomplete penetrance,1000.0,85.71428571428572
bioprocess_protein,biological_process,gene/protein,kg4rd:32502,kg4rd:24145,:38671506:AQ24VVZTiQpvSjd4jgDYkj,developmental process,panx1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:24145,:38671506:dXrnH4RACoBp3WmuunpXUG,regeneration,panx1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:24145,:38671506:Moc6LL9dgJJZtheoAMgcgx,duchenne muscular dystrophy,panx1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:43696,kg4rd:24145,:38671506:A7U3UFJVDBXpg9DkS59ZdU,dedifferentiation,panx1,93.75,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:9113,kg4rd:2791,:38658324:cMgmaU9AZiiems9gpWxstX,diaphragmatic weakness,hypoventilation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12719,:38658324:jdcyUm87G6TDzjRSnXsTS9,duchenne muscular dystrophy,functional abnormality of the gastrointestinal tract,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3677,:38653179:TTFXC2LZN85u5i8N7Ycie8,becker muscular dystrophy,slowly progressive,1000.0,94.11764705882352
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4798,:38651673:EbL7KRyN6aXnRbt8C9uv7z,duchenne muscular dystrophy,recurrent infection of the gastrointestinal tract,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2664,:38646787:enQ2h4XaEq94it4FckWED9,duchenne muscular dystrophy,neoplasm,1000.0,90.9090909090909
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2859,:38646787:K3cqFbT7iT6mebo6sSJ2hd,duchenne muscular dystrophy,rhabdomyosarcoma,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25169,:38637619:V9VhJaqdedxBSoKqi7fjkE,duchenne muscular dystrophy,left ventricular systolic dysfunction,1000.0,93.67088607594937
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:31860,:38637619:9VPAXnfGgE3j6dHWkBNEBT,duchenne muscular dystrophy,abnormal heart rate variability,1000.0,87.32394366197182
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1649,:38637619:SM64sUhQ9x3YqBxjBVAAnr,duchenne muscular dystrophy,tachycardia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8151,:38637619:hRhfCCfKx3ht8YRy2wFi5n,duchenne muscular dystrophy,prolonged prothrombin time,1000.0,91.66666666666666
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5165,:38637619:T5cqBMqo2qMUsURQEESmjU,duchenne muscular dystrophy,shortened pr interval,1000.0,97.67441860465115
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4308,:38637619:RJzH9MASYRLBbmhPcfpx3Z,duchenne muscular dystrophy,ventricular arrhythmia,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:43218,:38630313:HW2AZf4AofMjRuZSv8vC9z,duchenne muscular dystrophy,neurovascular disorder,1000.0,90.9090909090909
disease_disease,disease,disease,kg4rd:10679,kg4rd:5249,:38630313:64DymYQVwKxWvMtC6SF8EY,duchenne muscular dystrophy,pneumonia,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:347527,:38621993:CYGHsMYLNjTqB5Pq4vo2qv,cryptorchidism,arsh,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:4103,:38621993:nLbecxwPzv76p2NxrVUP5S,cryptorchidism,magea4,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:357,:38621993:iwJcqJAYXKgf3p6WBzayvi,cryptorchidism,shroom2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:8287,:38621993:gc5r25UUF6bCCrNhQo84bC,cryptorchidism,usp9y,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:63035,:38621993:6ZuKV8ovA6gd6Woj2kUbyc,cryptorchidism,bcorl1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3700,:38602028:2udcsgqR4GVaRB2LLUG8qx,duchenne muscular dystrophy,generalized amyotrophy,1000.0,88.88888888888889
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12649,:38602028:kkofzaPGW4s6peoJqCQgLh,duchenne muscular dystrophy,increased inflammatory response,1000.0,85.24590163934427
disease_disease,disease,disease,kg4rd:10311,kg4rd:19056,:38574384:SLiwZU5L7SsNKwqA7naGcb,becker muscular dystrophy,neuromuscular disease,92.5925925925926,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:1010441,kg4rd:3287,:38564291:dhG6KzREcjyeUpaomCDv5t,"cardiomyopathy, dog",abnormality of mitochondrial metabolism,88.88888888888889,1000.0
disease_protein,disease,gene/protein,kg4rd:1010441,kg4rd:6588,:38564291:DycLDRry3JZQhGLJBJZLUu,"cardiomyopathy, dog",sln,88.88888888888889,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34314,:38556893:Qr6pH27cTvJULoxuAGSGpN,duchenne muscular dystrophy,abnormal left ventricular ejection fraction,1000.0,87.5
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32263,:38556332:hE9hxHD47mSPwqUp9AxvWg,duchenne muscular dystrophy,increased blood pressure,1000.0,86.27450980392157
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1288,:38552411:fHHAMuvoadGqdVg8mtChdw,duchenne muscular dystrophy,gait disturbance,1000.0,90.9090909090909
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51562,:38530354:BShNi4x8YS8X4zzw2jSKjK,duchenne muscular dystrophy,mbip,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10651,kg4rd:3713,:38507466:DWW3aGK2VzJeeqD8TQh4AU,menkes disease,muscle fiber necrosis,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1699,kg4rd:1756,:38484964:Aj6R7jcdTaqAfYZCP4Tps5,sudden death,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1903,:38436872:FsvSqVMmfjqqhCYiKeEUJS,duchenne muscular dystrophy,anemia,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:2274,:38431640:ADV7i4YC3hUZCWr6zyLHn5,muscular dystrophy,fhl2,89.47368421052632,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33755,:38378283:3Ye8boFeznkTdfEZqR6CQm,duchenne muscular dystrophy,increased left ventricular end-diastolic volume,1000.0,91.11111111111111
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3677,kg4rd:1756,:38363616:e8Kgwr9Nbx8VMYnB45NPF2,slowly progressive,dmd,88.37209302325581,1000.0
disease_disease,disease,disease,kg4rd:5021,kg4rd:10679,:38363615:a6QrvA52MyoPxzjavp8qjk,dilated cardiomyopathy,duchenne muscular dystrophy,91.66666666666666,93.10344827586206
anatomy_protein_absent,anatomy,gene/protein,kg4rd:2349,kg4rd:27306,:38339125:SripQBq6KwC5WUEAtWBt4K,myocardium,hpgds,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:27306,:38339125:dfPE4BpQHWksDv4aLy2CcQ,duchenne muscular dystrophy,hpgds,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1490,:38336890:afxw3MHPY8oZW3CMcufZHs,becker muscular dystrophy,ccn2,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:9067,:38324931:7pUKy8iZESuyvHdBod6hVn,becker muscular dystrophy,progressive spinal muscular atrophy,1000.0,89.85507246376811
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:25406,:38324931:AShJ74HjdCsEXWffmJTRzh,becker muscular dystrophy,asthenia,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:35148,kg4rd:928,:38282008:gtMfoTkceNdE8nECsyLJUR,tube formation,cd9,90.32258064516128,85.71428571428572
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3676,:38271438:9euQEMkQqoZmh6HzuDz8i6,duchenne muscular dystrophy,itga4,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25406,kg4rd:3676,:38271438:5W4LVf6ZZmzykH42X5jp7x,asthenia,itga4,93.33333333333333,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4842,:38270932:5Bt2VVCTdaNvsGQ6AGFkPk,duchenne muscular dystrophy,nos1,93.10344827586206,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:5021,kg4rd:1635,:38240762:kTTjMLqsPeGJFM8xCBuEF5,dilated cardiomyopathy,heart failure,91.66666666666666,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:25169,:38240762:mBkhmYBWqKVkpngQAFgn9j,becker muscular dystrophy,left ventricular systolic dysfunction,1000.0,96.1038961038961
bioprocess_protein,biological_process,gene/protein,kg4rd:51664,kg4rd:7942,:38228650:XqhJ79xgkfWykh5pcuTpsH,nuclear pore localization,tfeb,86.79245283018868,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:230,:38193355:6wJFX7e4zWkGC4NUvWEFa5,duchenne muscular dystrophy,gingivitis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100812,:38193355:6dMuA4wvBXMASTxDgtV5yD,duchenne muscular dystrophy,halitosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:689,:38193355:TV83PEGEUzBVP4HjkBbDNu,duchenne muscular dystrophy,dental malocclusion,1000.0,96.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:5237,:38180235:PhKE2Vfc3HNQs2UoJshpyi,muscular dystrophy,degenerative liver disease,89.47368421052632,85.18518518518519
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:960,:38179963:fNBTpCUTPyVApfV7xWGUsb,duchenne muscular dystrophy,cd44,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1894,:38179963:dEDKVZ5tkDQ6GiTjyhgroh,duchenne muscular dystrophy,ect2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7298,:38179963:Xn8d98c6vUy9kXBWNXHfbP,duchenne muscular dystrophy,tyms,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:54551,:38179963:8vTaya5kQ6SeVwCfJwsx2V,duchenne muscular dystrophy,magel2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3108,:38179963:39EYsMVEMNDAxuuZF7o3r9,duchenne muscular dystrophy,hla-dma,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:871,:38179963:2rhUcnnVddqoHJ7qy3AKQb,duchenne muscular dystrophy,serpinh1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7139,:38179963:hMsmd8oHcvCitezFHZpiRb,duchenne muscular dystrophy,tnnt2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51676,:38179963:6nEFoAZcJuBJTQwwb7p5ry,duchenne muscular dystrophy,asb2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:55214,:38179963:ZqEpVTmjhUi58kPDoJk6Tr,duchenne muscular dystrophy,p3h2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1293,:38165583:bStxR7JUXA2AAWjZ7CFvfD,duchenne muscular dystrophy,col6a3,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1277,:38165583:ZSRYmi6gacbt4TBithciVH,duchenne muscular dystrophy,col1a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1281,:38165583:Ajqb9pc35rhhAuyv5MHSjS,duchenne muscular dystrophy,col3a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1278,:38165583:Cc2ob9k9WcDo4nCo66tmnR,duchenne muscular dystrophy,col1a2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7076,:38165583:JXbyAQkAbEbYee7o8vg98z,duchenne muscular dystrophy,timp1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7058,:38165583:JP4Xnv7ZxaLBCKnaqqTCvy,duchenne muscular dystrophy,thbs2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6696,:38165583:cJTxguhJMAHdDKffrjos9h,duchenne muscular dystrophy,spp1,1000.0,1000.0
disease_disease,disease,disease,kg4rd:5298,kg4rd:10679,:38165327:9S47bCjVjcqff8oynMfggw,osteoporosis,duchenne muscular dystrophy,1000.0,93.10344827586206
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1029,:38146684:Dk6WzDRo3nCcB6J4fbaH3U,duchenne muscular dystrophy,cdkn2a,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1029,:38146684:iFzYAkEZr2b3jpcCAup39D,becker muscular dystrophy,cdkn2a,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:1029,:38146684:3yRcThU2CtLJon5izZNzpX,muscle structure,cdkn2a,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:5267,:38099842:6ovLicCxpTbYxBHJzT3xky,duchenne muscular dystrophy,heart disorder,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33677,:38096597:WuHXu53rHxvi82ktwCHy6n,duchenne muscular dystrophy,acute respiratory distress syndrome,1000.0,90.9090909090909
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:30061,:38078368:a5WMG7pmf4nYPyh6SuhwDi,duchenne muscular dystrophy,slc40a1,1000.0,91.66666666666666
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2495,:38078368:axk9TJ4eVTGhwUhnXkuibX,duchenne muscular dystrophy,fth1,1000.0,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7037,:38078368:jcBHbecD58sVFeh8AD5TyW,duchenne muscular dystrophy,tfrc,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7269,:37980539:bJGgt6aD3YiEQt5asxK6Mt,duchenne muscular dystrophy,spinal muscular atrophy,1000.0,85.18518518518519
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:772,:37945525:WY9BssVz8vqGEZP9YoYTsm,becker muscular dystrophy,abnormal rib morphology,1000.0,88.88888888888889
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:3908,:37933889:Uo3NV85yrsTDzJsBpLnqFi,"somatic muscle, invertebrate",lama2,96.7741935483871,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11925,kg4rd:9830,:37933889:UyvjSLKb5yDQefSVW9Cgqn,congenital merosin-deficient muscular dystrophy 1a,peripheral neuropathy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11925,kg4rd:6001147,:37933889:jmR5jWZ9qcfzgNDqWHJc5C,congenital merosin-deficient muscular dystrophy 1a,increased peripheral nerve cross sectional area,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11925,kg4rd:3198,:37933889:EWSAntKrhX353Dn5Xvxwzx,congenital merosin-deficient muscular dystrophy 1a,myopathy,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:365,kg4rd:5456,:37929330:5fZjuh5bpVjkiR22D39CEP,hearing impairment,pou3f4,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1639,:37909859:aVQVHDxCBgTTxcdjnsNaWG,duchenne muscular dystrophy,hypertrophic cardiomyopathy,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:97528,kg4rd:8737,:37909859:eyiKcbq4sjZWsSWGao6YLn,execution phase of necroptosis,ripk1,1000.0,91.13924050632912
anatomy_protein_present,anatomy,gene/protein,kg4rd:1103,kg4rd:11035,:37909859:29V8JoThX4Wv7DirpKL8Fw,diaphragm,ripk3,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4302,:37889296:micMeobumsLmr36JmyA2mQ,duchenne muscular dystrophy,functional motor deficit,1000.0,87.5
disease_phenotype_positive,disease,effect/phenotype,kg4rd:43218,kg4rd:12037,:37856057:CYuFLwEjensxSjxoqTf4AR,neurovascular disorder,pectoralis amyotrophy,88.88888888888889,90.9090909090909
disease_phenotype_positive,disease,effect/phenotype,kg4rd:43797,kg4rd:2747,:37844796:Yxv7uQrxXeriKUGyYTiHhe,spinal cord injury,respiratory insufficiency due to muscle weakness,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100613,:37740996:nLPjFVU7gPvj2hUhcyfXhW,duchenne muscular dystrophy,death in early adulthood,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11947,:37724986:TEGXmWBfcgc9zhimcievs6,duchenne muscular dystrophy,respiratory tract infection,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:31371,:37724986:NPZktYs6EZMp3fi6SV6yuB,duchenne muscular dystrophy,rectal perforation,1000.0,1000.0
