relation,x_type,y_type,x_id,y_id
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:63035
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:31860
disease_protein,disease,gene/protein,kg4rd:16971,kg4rd:3146
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6938
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3010
phenotype_protein,effect/phenotype,gene/protein,kg4rd:7269,kg4rd:57585
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:30637
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2877
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5605
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:1605
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:7026
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8443
bioprocess_protein,biological_process,gene/protein,kg4rd:7005,kg4rd:133522
bioprocess_protein,biological_process,gene/protein,kg4rd:7520,kg4rd:8204
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1249
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25406
disease_disease,disease,disease,kg4rd:8056,kg4rd:19056
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7269
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100033
disease_phenotype_positive,disease,effect/phenotype,kg4rd:15128,kg4rd:2153
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4621
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6532
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:4811
bioprocess_protein,biological_process,gene/protein,kg4rd:8356,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100512
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7402
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100614
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3934
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11925,kg4rd:9830
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34392
disease_disease,disease,disease,kg4rd:13591,kg4rd:18975
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
bioprocess_protein,biological_process,gene/protein,kg4rd:48659,kg4rd:3162
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8204
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:733
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3119
disease_disease,disease,disease,kg4rd:10311,kg4rd:19079
bioprocess_protein,biological_process,gene/protein,kg4rd:19933,kg4rd:57585
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:25406
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:859
disease_disease,disease,disease,kg4rd:5298,kg4rd:10679
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:10536
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8151
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10651,kg4rd:3713
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7018
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:7009
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1417
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10725
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:9748
bioprocess_protein,biological_process,gene/protein,kg4rd:33497,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8964
disease_phenotype_positive,disease,effect/phenotype,kg4rd:7037,kg4rd:2652
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
bioprocess_protein,biological_process,gene/protein,kg4rd:10468,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:5237
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1490
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:84366
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11925,kg4rd:3198
bioprocess_protein,biological_process,gene/protein,kg4rd:30432,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7305
anatomy_protein_absent,anatomy,gene/protein,kg4rd:6110636,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:5341
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3693
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:1756
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:7471
disease_disease,disease,disease,kg4rd:8056,kg4rd:19056
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:4656
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:708
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2335
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34677
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:79147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1288
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:8287
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2014
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7402
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3546
disease_protein,disease,gene/protein,kg4rd:18881,kg4rd:1605
bioprocess_protein,biological_process,gene/protein,kg4rd:16567,kg4rd:8736
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7009
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4302
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6301
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7018
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:54465
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32654
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3693
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3693
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9572
bioprocess_protein,biological_process,gene/protein,kg4rd:45677,kg4rd:3976
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25406
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:2650
disease_disease,disease,disease,kg4rd:20121,kg4rd:2572
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4121
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:200123
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34392
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4322
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100750
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3701
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:100295
bioprocess_protein,biological_process,gene/protein,kg4rd:10468,kg4rd:9365
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100812
bioprocess_protein,biological_process,gene/protein,kg4rd:42310,kg4rd:7175
anatomy_protein_absent,anatomy,gene/protein,kg4rd:14895,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:11024
disease_disease,disease,disease,kg4rd:16147,kg4rd:5027
anatomy_protein_present,anatomy,gene/protein,kg4rd:3661,kg4rd:857
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:205
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1627
anatomy_protein_absent,anatomy,gene/protein,kg4rd:2349,kg4rd:27306
disease_protein,disease,gene/protein,kg4rd:1010441,kg4rd:6588
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100128537
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6774
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3326
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:357
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:256
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3677
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-157118,kg4rd:2335
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:29108
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3701
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5237
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:79969
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:4656
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4842
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:970
disease_disease,disease,disease,kg4rd:10311,kg4rd:5027
anatomy_protein_present,anatomy,gene/protein,kg4rd:2036,kg4rd:1756
bioprocess_protein,biological_process,gene/protein,kg4rd:8356,kg4rd:1756
bioprocess_protein,biological_process,gene/protein,kg4rd:16236,kg4rd:6093
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:715
disease_disease,disease,disease,kg4rd:10311,kg4rd:11057
bioprocess_protein,biological_process,gene/protein,kg4rd:6974,kg4rd:6374
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7034
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:924
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1392
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:739
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4060
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:25169
bioprocess_protein,biological_process,gene/protein,kg4rd:51668,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:164
molfunc_protein,molecular_function,gene/protein,kg4rd:3779,kg4rd:8204
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2344
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4308
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5237
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10891
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12378
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1281
disease_disease,disease,disease,kg4rd:5021,kg4rd:10679
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1903
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:8518
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:12593
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:3546
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2344
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3677
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:2153,kg4rd:1663
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:31371
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1674
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:60674
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:107
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1894
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:2318
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:3323
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:2274
disease_phenotype_positive,disease,effect/phenotype,kg4rd:6497,kg4rd:34392
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100295
disease_disease,disease,disease,kg4rd:10679,kg4rd:7147
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2495
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:57585
cellcomp_protein,cellular_component,gene/protein,kg4rd:5739,kg4rd:118490
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7220
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4349
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:224
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12532
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2354
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:729
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3555
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4691
disease_disease,disease,disease,kg4rd:10679,kg4rd:11305
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12828
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:4060
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:3146
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1795
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:855
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3091
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:10535
disease_disease,disease,disease,kg4rd:10679,kg4rd:5267
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:81631
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5237
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:24145
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3829
phenotype_protein,effect/phenotype,gene/protein,kg4rd:100543,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4395
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:4103
disease_disease,disease,disease,kg4rd:10679,kg4rd:10383
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:722
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7135
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:203859
cellcomp_protein,cellular_component,gene/protein,kg4rd:9295,kg4rd:9869
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1685
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1410
disease_phenotype_positive,disease,effect/phenotype,kg4rd:44875,kg4rd:2791
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32341
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51284
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7009
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6123
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1324,kg4rd:56704
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:652
phenotype_protein,effect/phenotype,gene/protein,kg4rd:365,kg4rd:5456
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635
anatomy_protein_absent,anatomy,gene/protein,kg4rd:2979,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:716
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100507463
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3677
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25406
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3149
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:3201
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3236,kg4rd:1152
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51727
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:9067
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12649
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2938
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10383,kg4rd:717
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2090
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7010
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1250
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:10872
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:7058
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2533
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:9067
bioprocess_protein,biological_process,gene/protein,kg4rd:6955,kg4rd:101805492
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3479
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:501
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12648
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_disease,disease,disease,kg4rd:10679,kg4rd:2572
bioprocess_protein,biological_process,gene/protein,kg4rd:45214,kg4rd:51132
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:283120
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1513
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3108
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7291
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:708
anatomy_protein_present,anatomy,gene/protein,kg4rd:1103,kg4rd:11035
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:960
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10891
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2660
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8030,kg4rd:3687
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1431
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34314
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:25169,kg4rd:12719
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2353
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7058
disease_protein,disease,gene/protein,kg4rd:9047,kg4rd:347527
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25406,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:1756
bioprocess_protein,biological_process,gene/protein,kg4rd:8610,kg4rd:10891
anatomy_protein_present,anatomy,gene/protein,kg4rd:6110636,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100785
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-75893,kg4rd:4090
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:9067
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10394
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:4015
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3700
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1462
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:64577
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10061
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1278
disease_protein,disease,gene/protein,kg4rd:16145,kg4rd:361
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:718
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2090
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2344
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16098,kg4rd:3701
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2172
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644
disease_disease,disease,disease,kg4rd:5021,kg4rd:10679
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12378
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1634
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5341
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:1756
phenotype_protein,effect/phenotype,gene/protein,kg4rd:7009,kg4rd:9759
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:952
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:3201,kg4rd:1663
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3270
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1642
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3676
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:84624
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3712
disease_protein,disease,gene/protein,kg4rd:6325,kg4rd:9636
disease_disease,disease,disease,kg4rd:10679,kg4rd:5298
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12664
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:33667
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:81631
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100614
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9869
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25149
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1824
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11140
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:8518
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1029
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1324
disease_disease,disease,disease,kg4rd:10679,kg4rd:18945
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1029
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:10320
disease_disease,disease,disease,kg4rd:10679,kg4rd:5021
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:6662
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:7340
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10646,kg4rd:200123
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:149076
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2203
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:739
disease_disease,disease,disease,kg4rd:10679,kg4rd:5267
bioprocess_protein,biological_process,gene/protein,kg4rd:3009,kg4rd:361
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:2335
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:200123
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1408
bioprocess_protein,biological_process,gene/protein,kg4rd:32042,kg4rd:7026
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:969
bioprocess_protein,biological_process,gene/protein,kg4rd:32502,kg4rd:24145
disease_phenotype_positive,disease,effect/phenotype,kg4rd:1010441,kg4rd:3287
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:199
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16971,kg4rd:1627
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:6010
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2942
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1249
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9113
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2360,kg4rd:1756
anatomy_protein_present,anatomy,gene/protein,kg4rd:1015,kg4rd:7402
bioprocess_protein,biological_process,gene/protein,kg4rd:9058,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2101
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4621
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1397
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4000004
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10659
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51562
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1649
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4907
disease_disease,disease,disease,kg4rd:10679,kg4rd:10651
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34392
disease_disease,disease,disease,kg4rd:18901,kg4rd:16147
bioprocess_protein,biological_process,gene/protein,kg4rd:8610,kg4rd:2101
disease_protein,disease,gene/protein,kg4rd:35432,kg4rd:825
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:216
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9063
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:2617
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100295
bioprocess_protein,biological_process,gene/protein,kg4rd:14732,kg4rd:2122
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1288
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11057,kg4rd:34392
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:217
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3113
disease_phenotype_positive,disease,effect/phenotype,kg4rd:43218,kg4rd:12037
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:10807
anatomy_protein_absent,anatomy,gene/protein,kg4rd:5090,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1510
disease_phenotype_positive,disease,effect/phenotype,kg4rd:15128,kg4rd:11106
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2540
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:9067
